time,dev_addr,f_cnt,home_network_net_id,forwarder_gateway_id
2023-01-04 00:00:04.949957 UTC,001F8B35,25448,0,ifremer-doi-gateway
2023-01-04 00:00:04.950686 UTC,005EC002,30103,0,ifremer-doi-gateway
2023-01-04 00:00:04.953924 UTC,11197C0B,5637,8,eui-00800000a00061e0
2023-01-04 00:00:04.962903 UTC,11197C0B,5637,8,eui-00800000a0007006
2023-01-04 00:00:05.031848 UTC,E1C4E2B2,50286,600000,eui-00800000a00061e3
2023-01-04 00:00:05.05519 UTC,111F6A7F,406,8,eui-00800000a0007006
2023-01-04 00:00:05.055377 UTC,162094,19832,0,uhv3-roundtop-tower
2023-01-04 00:00:05.072196 UTC,01D1294F,3,0,ofi-kerarbury-sth
2023-01-04 00:00:05.07973 UTC,11C4EBB2,13458,8,eui-00800000a0007006
2023-01-04 00:00:05.116214 UTC,0046AB1A,20054,0,ifremer-doi-gateway
2023-01-04 00:00:05.116228 UTC,00F4EC14,42876,0,ifremer-doi-gateway
2023-01-04 00:00:05.116271 UTC,00892C1A,38992,0,ifremer-doi-gateway
2023-01-04 00:00:05.116608 UTC,005E7003,33995,0,ifremer-doi-gateway
2023-01-04 00:00:05.152655 UTC,D329256E,47714,400132,eui-00800000a0007006
2023-01-04 00:00:05.21459 UTC,10684CEC,14022,8,eui-00800000a0007006
2023-01-04 00:00:05.216706 UTC,50687FEC,14022,28,eui-00800000a00061e0
2023-01-04 00:00:05.217699 UTC,11E4DD42,7595,8,eui-00800000a0004e9f
2023-01-04 00:00:05.266089 UTC,014E1E95,39332,0,ifremer-doi-gateway
2023-01-04 00:00:05.266112 UTC,00F4EC14,43009,0,ifremer-doi-gateway
2023-01-04 00:00:05.275145 UTC,11E4DD42,7595,8,eui-00800000a0007006
2023-01-04 00:00:05.275155 UTC,102BA902,579,8,eui-00800000a00061e3
2023-01-04 00:00:05.276256 UTC,005D6004,63690,0,ifremer-doi-gateway
2023-01-04 00:00:05.276668 UTC,00A84D1D,34813,0,ifremer-doi-gateway
2023-01-04 00:00:05.284173 UTC,102BA902,579,8,eui-00800000a0004e9f
2023-01-04 00:00:05.33738 UTC,00C49660,39,0,lora-db0fc
2023-01-04 00:00:05.381559 UTC,260B2596,24583,13,nuig-new-gateway
2023-01-04 00:00:05.395413 UTC,00787D6F,34296,0,nuvola-nz-1016-lansdowne
2023-01-04 00:00:05.432121 UTC,BAB5E63D,8747,20003A,eui-00800000a0004e9f
2023-01-04 00:00:05.457894 UTC,0106444E,25987,0,ifremer-doi-gateway
2023-01-04 00:00:05.458014 UTC,00D2D5B3,25793,0,ifremer-doi-gateway
2023-01-04 00:00:05.481553 UTC,00DC58F4,9452,0,ac1f09fffe06d9fd
2023-01-04 00:00:05.488677 UTC,00C6F208,24217,0,ac1f09fffe06d9fd
2023-01-04 00:00:05.509757 UTC,009B5BA4,1,0,ofi-kerarbury-sth
2023-01-04 00:00:05.566461 UTC,1097ED23,10189,8,eui-00800000a0004e9f
2023-01-04 00:00:05.572532 UTC,00BAB04B,13046,0,nuvola-nz-1016-lansdowne
2023-01-04 00:00:05.573042 UTC,0101AD64,11940,0,ch-zrh-kaeferberg
2023-01-04 00:00:05.585725 UTC,0084A9C9,54248,0,lora-db0fc
2023-01-04 00:00:05.599707 UTC,260BF454,26895,13,nuig-new-gateway
2023-01-04 00:00:05.603059 UTC,01DDF220,42,0,tzl-campus-wtp
2023-01-04 00:00:05.604366 UTC,20A7ED01,9982,10,eui-00800000a0007006
2023-01-04 00:00:05.608272 UTC,11C02E40,6461,8,eui-00800000a0007006
2023-01-04 00:00:05.649397 UTC,011B0ADE,41200,0,ifremer-doi-gateway
2023-01-04 00:00:05.656237 UTC,001F8B35,25448,0,ifremer-doi-gateway
2023-01-04 00:00:05.656342 UTC,00E8F365,41201,0,ifremer-doi-gateway
2023-01-04 00:00:05.656459 UTC,005EC002,30103,0,ifremer-doi-gateway
2023-01-04 00:00:05.692452 UTC,1050268C,6198,8,eui-00800000a0007006
2023-01-04 00:00:05.716662 UTC,113B878D,12550,8,eui-00800000a0004e9f
2023-01-04 00:00:05.752216 UTC,113B878D,12550,8,eui-00800000a0007006
2023-01-04 00:00:05.776177 UTC,00E641A9,57069,0,uhv3-hcc-library
2023-01-04 00:00:05.812417 UTC,118AF437,30603,8,eui-00800000a00061e0
2023-01-04 00:00:05.812867 UTC,118AF437,30603,8,eui-00800000a0004e9f
2023-01-04 00:00:05.826669 UTC,018F8FF9,24366,0,eui-3436323866005100
2023-01-04 00:00:05.842082 UTC,100E3270,1983,8,eui-00800000a00061e3
2023-01-04 00:00:05.849894 UTC,005E7003,33995,0,ifremer-doi-gateway
2023-01-04 00:00:05.849985 UTC,00892C1A,38992,0,ifremer-doi-gateway
2023-01-04 00:00:05.851378 UTC,0046AB1A,20054,0,ifremer-doi-gateway
2023-01-04 00:00:05.851805 UTC,00F4EC14,42876,0,ifremer-doi-gateway
2023-01-04 00:00:05.870422 UTC,101FC846,7682,8,eui-00800000a0007006
2023-01-04 00:00:05.870593 UTC,100E3270,1983,8,eui-00800000a00061e0
2023-01-04 00:00:05.872636 UTC,100E3270,1983,8,eui-00800000a0004e9f
2023-01-04 00:00:05.915977 UTC,177458,24593,0,uhv3-roundtop-tower
2023-01-04 00:00:05.932015 UTC,10D95F88,20706,8,eui-00800000a0007006
2023-01-04 00:00:05.933206 UTC,11BC573B,1978,8,eui-00800000a0004e9f
2023-01-04 00:00:05.933482 UTC,11BC573B,1978,8,eui-00800000a0007006
2023-01-04 00:00:05.933705 UTC,11EC2C29,17454,8,eui-00800000a0007006
2023-01-04 00:00:05.949409 UTC,260B30B4,21739,13,nuig-new-gateway
2023-01-04 00:00:05.976015 UTC,00F4EC14,43009,0,ifremer-doi-gateway
2023-01-04 00:00:05.976034 UTC,014E1E95,39332,0,ifremer-doi-gateway
2023-01-04 00:00:05.976072 UTC,00A84D1D,34813,0,ifremer-doi-gateway
2023-01-04 00:00:05.980379 UTC,005D6004,63690,0,ifremer-doi-gateway
2023-01-04 00:00:05.992599 UTC,10E10DEF,13913,8,eui-00800000a0007006
2023-01-04 00:00:05.993351 UTC,102C1813,3798,8,eui-00800000a0007006
2023-01-04 00:00:06.016619 UTC,101708CB,356,8,eui-00800000a0004e9f
2023-01-04 00:00:06.017766 UTC,101708CB,356,8,eui-00800000a00061e0
2023-01-04 00:00:06.042176 UTC,1082990,14943,8,eui-00800000a0007006
2023-01-04 00:00:06.051073 UTC,00A0D84A,0,0,ofi-kerarbury-sth
2023-01-04 00:00:06.066933 UTC,10E4FB72,21622,8,eui-00800000a0004e9f
2023-01-04 00:00:06.077461 UTC,1044E476,1955,8,eui-00800000a00061e3
2023-01-04 00:00:06.080683 UTC,0106444E,25987,0,ifremer-doi-gateway
2023-01-04 00:00:06.087902 UTC,005CC071,32549,0,eui-3436323866005100
2023-01-04 00:00:06.088631 UTC,00D2D5B3,25793,0,ifremer-doi-gateway
2023-01-04 00:00:06.097217 UTC,01E609E0,1919,0,ch-zrh-kaeferberg
2023-01-04 00:00:06.112296 UTC,10E4FB72,21622,8,eui-00800000a0007006
2023-01-04 00:00:06.113297 UTC,260B5D40,24516,13,nuig-new-gateway
2023-01-04 00:00:06.130508 UTC,11DCDC23,728,8,eui-00800000a00061e3
2023-01-04 00:00:06.13941 UTC,3174DC66,37903,18,ch-zrh-kaeferberg
2023-01-04 00:00:06.149295 UTC,1097B977,748,8,eui-00800000a0004e9f
2023-01-04 00:00:06.19073 UTC,1097B977,748,8,eui-00800000a00061e3
2023-01-04 00:00:06.208875 UTC,31263A95,12635,18,ch-zrh-kaeferberg
2023-01-04 00:00:06.222973 UTC,001F8B35,25448,0,ifremer-doi-gateway
2023-01-04 00:00:06.223719 UTC,005EC002,30103,0,ifremer-doi-gateway
2023-01-04 00:00:06.223719 UTC,011B0ADE,41200,0,ifremer-doi-gateway
2023-01-04 00:00:06.223787 UTC,00E8F365,41201,0,ifremer-doi-gateway
2023-01-04 00:00:06.236439 UTC,11C7C697,12483,8,eui-00800000a0004e9f
2023-01-04 00:00:06.257105 UTC,11C7C697,12483,8,eui-00800000a0007006
2023-01-04 00:00:06.311232 UTC,10193C9B,24780,8,eui-00800000a0004e9f
2023-01-04 00:00:06.403095 UTC,0155EB38,4093,0,uhv3-roundtop-tower
2023-01-04 00:00:06.40515 UTC,15528C3C,4093,00000A,uhv3-hcc-library
2023-01-04 00:00:06.418167 UTC,005E7003,33995,0,ifremer-doi-gateway
2023-01-04 00:00:06.418283 UTC,00892C1A,38992,0,ifremer-doi-gateway
2023-01-04 00:00:06.425057 UTC,00F4EC14,42876,0,ifremer-doi-gateway
2023-01-04 00:00:06.425086 UTC,0046AB1A,20054,0,ifremer-doi-gateway
2023-01-04 00:00:06.433549 UTC,119558C7,255,8,eui-00800000a0007006
2023-01-04 00:00:06.439801 UTC,0100D32C,33619,0,eui-3436323866005100
2023-01-04 00:00:06.472847 UTC,29D3639D,7863,14,tzl-campus-wtp
2023-01-04 00:00:06.494397 UTC,010D442D,24206,0,eui-3436323866005100
2023-01-04 00:00:06.556229 UTC,00A84D1D,34813,0,ifremer-doi-gateway
2023-01-04 00:00:06.558813 UTC,005D6004,63690,0,ifremer-doi-gateway
2023-01-04 00:00:06.558854 UTC,00F4EC14,43009,0,ifremer-doi-gateway
2023-01-04 00:00:06.560237 UTC,014E1E95,39332,0,ifremer-doi-gateway
2023-01-04 00:00:06.561937 UTC,00B631DD,24196,0,eui-3436323866005100
2023-01-04 00:00:06.579389 UTC,117158A3,17606,8,eui-00800000a0004e9f
2023-01-04 00:00:06.58195 UTC,117158A3,17606,8,eui-00800000a00061e3
2023-01-04 00:00:06.592863 UTC,117158A3,17606,8,eui-00800000a00061e0
2023-01-04 00:00:06.654016 UTC,106C8B2B,1420,8,eui-00800000a00061e3
2023-01-04 00:00:06.656728 UTC,D83CFB2B,416,400183,eui-00800000a00061e0
2023-01-04 00:00:06.658311 UTC,01BB1FE1,0,0,ofi-kerarbury-sth
2023-01-04 00:00:06.667951 UTC,108579D3,5006,8,eui-00800000a0004e9f
2023-01-04 00:00:06.677158 UTC,00DF7EA7,17749,0,nuvola-nz-1016-lansdowne
2023-01-04 00:00:06.702186 UTC,10542EA2,2105,8,eui-00800000a00061e0
2023-01-04 00:00:06.70226 UTC,1177F1EF,5201,8,eui-00800000a00061e0
2023-01-04 00:00:06.702551 UTC,1177F1EF,5201,8,eui-00800000a0007006
2023-01-04 00:00:06.703155 UTC,3357D1EF,5203,19,eui-00800000a00061e3
2023-01-04 00:00:06.726892 UTC,10542EA2,2105,8,eui-00800000a0004e9f
2023-01-04 00:00:06.728089 UTC,111A4DA4,28401,8,eui-00800000a0004e9f
2023-01-04 00:00:06.733311 UTC,11B03AF1,8742,8,eui-00800000a0004e9f
2023-01-04 00:00:06.750773 UTC,0106444E,25987,0,ifremer-doi-gateway
2023-01-04 00:00:06.751881 UTC,00D2D5B3,25793,0,ifremer-doi-gateway
2023-01-04 00:00:06.778599 UTC,111A4DA4,28401,8,eui-00800000a00061e0
2023-01-04 00:00:06.780749 UTC,111A4DA4,28401,8,eui-00800000a00061e3
2023-01-04 00:00:06.891081 UTC,00E8F365,41201,0,ifremer-doi-gateway
2023-01-04 00:00:06.891205 UTC,001F8B35,25448,0,ifremer-doi-gateway
2023-01-04 00:00:06.891378 UTC,011B0ADE,41200,0,ifremer-doi-gateway
2023-01-04 00:00:06.891651 UTC,005EC002,30103,0,ifremer-doi-gateway
2023-01-04 00:00:06.901536 UTC,260B1390,156,13,nuig-new-gateway
2023-01-04 00:00:06.907226 UTC,15F15569,40414,00000A,eui-00800000a0004e9f
2023-01-04 00:00:06.916776 UTC,11795569,3550,8,eui-00800000a00061e0
2023-01-04 00:00:06.977956 UTC,01E2731F,11632,0,uhv3-roundtop-tower
2023-01-04 00:00:06.982797 UTC,10FCB730,16606,8,eui-00800000a0007006
2023-01-04 00:00:07.019994 UTC,0189BEF7,1,0,ofi-kerarbury-sth
2023-01-04 00:00:07.027038 UTC,11249582,20357,8,eui-00800000a0004e9f
2023-01-04 00:00:07.06046 UTC,001E631C,23941,0,uhv3-roundtop-tower
2023-01-04 00:00:07.071712 UTC,11FCEA19,12568,8,eui-00800000a00061e0
2023-01-04 00:00:07.080587 UTC,005E7003,33995,0,ifremer-doi-gateway
2023-01-04 00:00:07.080629 UTC,0046AB1A,20054,0,ifremer-doi-gateway
2023-01-04 00:00:07.080655 UTC,00F4EC14,42876,0,ifremer-doi-gateway
2023-01-04 00:00:07.080838 UTC,00892C1A,38992,0,ifremer-doi-gateway
2023-01-04 00:00:07.091021 UTC,11FCEA19,12568,8,eui-00800000a0004e9f
2023-01-04 00:00:07.095448 UTC,292CA1FA,53246,14,tzl-campus-wtp
2023-01-04 00:00:07.117004 UTC,0106765B,2,0,ofi-kerarbury-sth
2023-01-04 00:00:07.146725 UTC,00DBA2A6,23861,0,eui-3436323866005100
2023-01-04 00:00:07.215494 UTC,00F4EC14,43009,0,ifremer-doi-gateway
2023-01-04 00:00:07.215844 UTC,00A84D1D,34813,0,ifremer-doi-gateway
2023-01-04 00:00:07.216841 UTC,005D6004,63690,0,ifremer-doi-gateway
2023-01-04 00:00:07.217046 UTC,014E1E95,39332,0,ifremer-doi-gateway
2023-01-04 00:00:07.245393 UTC,10CE23D4,13603,8,eui-00800000a00061e0
2023-01-04 00:00:07.247169 UTC,004059DA,60619,0,uhv3-roundtop-tower
2023-01-04 00:00:07.305866 UTC,260B617D,15608,13,eui-00800000a00061e0
2023-01-04 00:00:07.329708 UTC,11AA11A0,202,8,eui-00800000a0004e9f
2023-01-04 00:00:07.341981 UTC,11AA11A0,202,8,eui-00800000a00061e1
2023-01-04 00:00:07.349681 UTC,000B37E7,33698,0,nuvola-nz-1016-lansdowne
2023-01-04 00:00:07.355791 UTC,01B2BADE,24719,0,eui-3436323866005100
2023-01-04 00:00:07.356007 UTC,01B1CDEC,24023,0,eui-3436323866005100
2023-01-04 00:00:07.361479 UTC,11AA11A0,202,8,eui-00800000a00061e0
2023-01-04 00:00:07.404495 UTC,0106444E,25987,0,ifremer-doi-gateway
2023-01-04 00:00:07.40757 UTC,00D2D5B3,25793,0,ifremer-doi-gateway
2023-01-04 00:00:07.419688 UTC,260BAF59,4159,13,nuig-new-gateway
2023-01-04 00:00:07.422189 UTC,10781157,24660,8,eui-00800000a00061e1
2023-01-04 00:00:07.42382 UTC,781157,50023,0,eui-00800000a00061e0
2023-01-04 00:00:07.438596 UTC,260B8E83,49056,13,csn-mtcdtip-005f06
2023-01-04 00:00:07.439009 UTC,260BEABA,3,13,csn-mtcdtip-005f06
2023-01-04 00:00:07.466988 UTC,18B0CF96,36270,00000C,eui-00800000a0004e9f
2023-01-04 00:00:07.492174 UTC,11555725,5025,8,eui-00800000a00061e1
2023-01-04 00:00:07.492707 UTC,118F0A6C,7598,8,eui-00800000a00061e1
2023-01-04 00:00:07.526611 UTC,11555725,5025,8,eui-00800000a0004e9f
2023-01-04 00:00:07.55032 UTC,00E8F365,41201,0,ifremer-doi-gateway
2023-01-04 00:00:07.550359 UTC,005EC002,30103,0,ifremer-doi-gateway
2023-01-04 00:00:07.550392 UTC,001F8B35,25448,0,ifremer-doi-gateway
2023-01-04 00:00:07.550576 UTC,011B0ADE,41200,0,ifremer-doi-gateway
2023-01-04 00:00:07.561302 UTC,260B0A8F,51436,13,csn-mtcdtip-005f06
2023-01-04 00:00:07.561407 UTC,260BF56E,200,13,csn-mtcdtip-005f06
2023-01-04 00:00:07.592818 UTC,006CC53F,56261,0,uhv3-roundtop-tower
2023-01-04 00:00:07.638682 UTC,1491686,33666,0,eui-3436323866005100
2023-01-04 00:00:07.687027 UTC,260BE1B2,2803,13,csn-mtcdtip-005f06
2023-01-04 00:00:07.687714 UTC,260BFD9D,20234,13,csn-mtcdtip-005f06
2023-01-04 00:00:07.700895 UTC,007FA43A,3838,0,lora-db0fc
2023-01-04 00:00:07.717785 UTC,09E72FD6,26195,4,ch-zrh-kaeferberg
2023-01-04 00:00:07.735618 UTC,00F4EC14,42876,0,ifremer-doi-gateway
2023-01-04 00:00:07.735947 UTC,005E7003,33995,0,ifremer-doi-gateway
2023-01-04 00:00:07.735988 UTC,00892C1A,38992,0,ifremer-doi-gateway
2023-01-04 00:00:07.737073 UTC,0046AB1A,20054,0,ifremer-doi-gateway
2023-01-04 00:00:07.740729 UTC,107EABF5,2279,8,eui-00800000a00061e0
2023-01-04 00:00:07.744449 UTC,107EABF5,2279,8,eui-00800000a0004e9f
2023-01-04 00:00:07.746585 UTC,01CE3460,24161,0,eui-3436323866005100
2023-01-04 00:00:07.75177 UTC,98CD716F,2247,200018,eui-00800000a00061e1
2023-01-04 00:00:07.801773 UTC,105AF0E7,604,8,eui-00800000a00061e0
2023-01-04 00:00:07.806823 UTC,105AF0E7,604,8,eui-00800000a0004e9f
2023-01-04 00:00:07.824261 UTC,1.06E+065,11213,0,ac1f09fffe06d9fd
2023-01-04 00:00:07.887318 UTC,005D6004,63690,0,ifremer-doi-gateway
2023-01-04 00:00:07.887533 UTC,014E1E95,39332,0,ifremer-doi-gateway
2023-01-04 00:00:07.888546 UTC,00F4EC14,43009,0,ifremer-doi-gateway
2023-01-04 00:00:07.888695 UTC,00A84D1D,34813,0,ifremer-doi-gateway
2023-01-04 00:00:07.904791 UTC,26083678,16624,13,nuig-new-gateway
2023-01-04 00:00:07.916088 UTC,11D3845B,20713,8,eui-00800000a00061e1
2023-01-04 00:00:07.922532 UTC,010A9E17,2,0,ofi-kerarbury-sth
2023-01-04 00:00:07.923891 UTC,00E175C9,31116,0,ch-zrh-kaeferberg
2023-01-04 00:00:07.948221 UTC,29B576AD,27072,14,tzl-campus-wtp
2023-01-04 00:00:07.961184 UTC,110148A6,4217,8,eui-00800000a00061e0
2023-01-04 00:00:07.974536 UTC,110148A6,4217,8,eui-00800000a0004e9f
2023-01-04 00:00:07.981037 UTC,110148A6,4217,8,eui-00800000a00061e3
2023-01-04 00:00:07.981723 UTC,110148A6,4217,8,eui-00800000a00061e1
2023-01-04 00:00:08.046555 UTC,11FBC6B6,16192,8,eui-00800000a0004e9f
2023-01-04 00:00:08.046875 UTC,108B0292,1261,8,eui-00800000a0004e9f
2023-01-04 00:00:08.051642 UTC,735865,33991,0,nuvola-nz-1016-lansdowne
2023-01-04 00:00:08.064589 UTC,00D2D5B3,25793,0,ifremer-doi-gateway
2023-01-04 00:00:08.070506 UTC,0106444E,25987,0,ifremer-doi-gateway
2023-01-04 00:00:08.126878 UTC,0120976B,32,0,tzl-campus-wtp
2023-01-04 00:00:08.202241 UTC,260B7DCB,15213,13,nuig-new-gateway
2023-01-04 00:00:08.218828 UTC,001F8B35,25448,0,ifremer-doi-gateway
2023-01-04 00:00:08.219475 UTC,011B0ADE,41200,0,ifremer-doi-gateway
2023-01-04 00:00:08.22181 UTC,005EC002,30103,0,ifremer-doi-gateway
2023-01-04 00:00:08.222172 UTC,00E8F365,41201,0,ifremer-doi-gateway
2023-01-04 00:00:08.232229 UTC,10F4F194,1423,8,eui-00800000a00061e1
2023-01-04 00:00:08.2324 UTC,1095460F,3680,8,eui-00800000a00061e1
2023-01-04 00:00:08.254084 UTC,010B8CE8,24351,0,eui-3436323866005100
2023-01-04 00:00:08.257428 UTC,112F7D35,23162,8,eui-00800000a0004e9f
2023-01-04 00:00:08.27698 UTC,016D4296,32787,0,eui-3436323866005100
2023-01-04 00:00:08.341909 UTC,119149AA,13598,8,eui-00800000a00061e1
2023-01-04 00:00:08.359498 UTC,F27ADAFE,3040,8004F5,uhv3-roundtop-tower
2023-01-04 00:00:08.395496 UTC,005E7003,33995,0,ifremer-doi-gateway
2023-01-04 00:00:08.395527 UTC,00892C1A,38992,0,ifremer-doi-gateway
2023-01-04 00:00:08.395784 UTC,0046AB1A,20054,0,ifremer-doi-gateway
2023-01-04 00:00:08.395938 UTC,00F4EC14,42876,0,ifremer-doi-gateway
2023-01-04 00:00:08.40168 UTC,10B61990,24809,8,eui-00800000a00061e1
2023-01-04 00:00:08.475898 UTC,008DAAFF,1249,0,uhv3-roundtop-tower
2023-01-04 00:00:08.477802 UTC,28E904C0,53077,14,tzl-campus-wtp
2023-01-04 00:00:08.530708 UTC,1060877B,628,8,eui-00800000a00061e0
2023-01-04 00:00:08.531832 UTC,1060877B,628,8,eui-00800000a00061e1
2023-01-04 00:00:08.545525 UTC,014E1E95,39332,0,ifremer-doi-gateway
2023-01-04 00:00:08.545634 UTC,00A84D1D,34813,0,ifremer-doi-gateway
2023-01-04 00:00:08.545976 UTC,005D6004,63690,0,ifremer-doi-gateway
2023-01-04 00:00:08.546319 UTC,00F4EC14,43009,0,ifremer-doi-gateway
2023-01-04 00:00:08.54693 UTC,1060877B,628,8,eui-00800000a0004e9f
2023-01-04 00:00:08.574069 UTC,11A0A375,21612,8,eui-00800000a00061e3
2023-01-04 00:00:08.580122 UTC,015192F1,43114,0,uhv3-roundtop-tower
2023-01-04 00:00:08.590368 UTC,00DC58F4,9452,0,ac1f09fffe06d9fd
2023-01-04 00:00:08.591818 UTC,11A0A375,21612,8,eui-00800000a00061e1
2023-01-04 00:00:08.597383 UTC,0084A9C9,54248,0,lora-db0fc
2023-01-04 00:00:08.601375 UTC,11A0A375,21612,8,eui-00800000a00061e0
2023-01-04 00:00:08.616143 UTC,260B7AD2,22579,13,csn-mtcdtip-005f06
2023-01-04 00:00:08.616542 UTC,260BDBC0,30,13,csn-mtcdtip-005f06
2023-01-04 00:00:08.638782 UTC,01A99BB7,33890,0,eui-3436323866005100
2023-01-04 00:00:08.650922 UTC,1.126E+198,8740,8,eui-00800000a00061e0
2023-01-04 00:00:08.65236 UTC,00ACEC2A,37879,0,uhv3-roundtop-tower
2023-01-04 00:00:08.656483 UTC,1.126E+198,8836,8,eui-00800000a0004e9f
2023-01-04 00:00:08.662645 UTC,117DCD80,20671,8,eui-00800000a00061e1
2023-01-04 00:00:08.662695 UTC,116D2E7B,13836,8,eui-00800000a00061e1
2023-01-04 00:00:08.665199 UTC,1.126E+198,8740,8,eui-00800000a00061e1
2023-01-04 00:00:08.685846 UTC,01591F72,11600,0,eui-3436323866005100
2023-01-04 00:00:08.69877 UTC,00D59B8E,24595,0,eui-3436323866005100
2023-01-04 00:00:08.717097 UTC,1024519C,37312,8,eui-00800000a0004e9f
2023-01-04 00:00:08.724614 UTC,00D2D5B3,25793,0,ifremer-doi-gateway
2023-01-04 00:00:08.726044 UTC,0106444E,25987,0,ifremer-doi-gateway
2023-01-04 00:00:08.732124 UTC,10139418,14850,8,eui-00800000a00061e1
2023-01-04 00:00:08.732152 UTC,1024519C,20800,8,eui-00800000a00061e1
2023-01-04 00:00:08.783293 UTC,109E0983,2190,8,eui-00800000a0004e9f
2023-01-04 00:00:08.806941 UTC,104223,32848,0,nuvola-nz-1016-lansdowne
2023-01-04 00:00:08.807112 UTC,00DAD4EC,53349,0,uhv3-roundtop-tower
2023-01-04 00:00:08.878512 UTC,001F8B35,25448,0,ifremer-doi-gateway
2023-01-04 00:00:08.878715 UTC,005EC002,30103,0,ifremer-doi-gateway
2023-01-04 00:00:08.879088 UTC,00E8F365,41201,0,ifremer-doi-gateway
2023-01-04 00:00:08.879117 UTC,011B0ADE,41200,0,ifremer-doi-gateway
2023-01-04 00:00:08.983359 UTC,039DDFA5,5101,1,eui-00800000a0004e9f
2023-01-04 00:00:09.004205 UTC,00C6F208,24217,0,ac1f09fffe06d9fd
2023-01-04 00:00:09.033104 UTC,260B7D5B,58782,13,csn-mtcdtip-005f06
2023-01-04 00:00:09.034761 UTC,013F8B01,32874,0,eui-3436323866005100
2023-01-04 00:00:09.037057 UTC,116EA077,8563,8,eui-00800000a0004e9f
2023-01-04 00:00:09.05685 UTC,00F4EC14,42876,0,ifremer-doi-gateway
2023-01-04 00:00:09.060087 UTC,00892C1A,38992,0,ifremer-doi-gateway
2023-01-04 00:00:09.060099 UTC,0046AB1A,20054,0,ifremer-doi-gateway
2023-01-04 00:00:09.060324 UTC,005E7003,33995,0,ifremer-doi-gateway
2023-01-04 00:00:09.085531 UTC,01BB23B4,34678,0,eui-3436323866005100
2023-01-04 00:00:09.091687 UTC,111578,25029,8,eui-00800000a00061e1
2023-01-04 00:00:09.097525 UTC,111578,25029,8,eui-00800000a0004e9f
2023-01-04 00:00:09.154929 UTC,260BD2CD,32962,13,csn-mtcdtip-005f06
2023-01-04 00:00:09.157995 UTC,10FD4DE5,13866,8,eui-00800000a0004e9f
2023-01-04 00:00:09.165706 UTC,10FD4DE5,13866,8,eui-00800000a00061e0
2023-01-04 00:00:09.201894 UTC,10FD4DE5,13866,8,eui-00800000a00061e1
2023-01-04 00:00:09.255402 UTC,00F4EC14,43009,0,ifremer-doi-gateway
2023-01-04 00:00:09.256122 UTC,00A84D1D,34813,0,ifremer-doi-gateway
2023-01-04 00:00:09.262865 UTC,005D6004,63690,0,ifremer-doi-gateway
2023-01-04 00:00:09.269457 UTC,014E1E95,39332,0,ifremer-doi-gateway
2023-01-04 00:00:09.273392 UTC,10403DE9,8788,8,eui-00800000a00061e1
2023-01-04 00:00:09.287209 UTC,10403DE9,8788,8,eui-00800000a0004e9f
2023-01-04 00:00:09.309745 UTC,00E4F603,16745,0,nuvola-nz-1016-lansdowne
2023-01-04 00:00:09.320971 UTC,10C998DC,1906,8,eui-00800000a00061e3
2023-01-04 00:00:09.34118 UTC,11608A7F,4935,8,eui-00800000a0004e9f
2023-01-04 00:00:09.341477 UTC,11608A7F,4935,8,eui-00800000a00061e0
2023-01-04 00:00:09.35175 UTC,11608A7F,4935,8,eui-00800000a00061e1
2023-01-04 00:00:09.361706 UTC,11EC3551,16640,8,eui-00800000a00061e1
2023-01-04 00:00:09.385105 UTC,00D2D5B3,25793,0,ifremer-doi-gateway
2023-01-04 00:00:09.385971 UTC,0106444E,25987,0,ifremer-doi-gateway
2023-01-04 00:00:09.408417 UTC,1151132B,350,8,eui-00800000a0004e9f
2023-01-04 00:00:09.428412 UTC,1151132B,350,8,eui-00800000a00061e1
2023-01-04 00:00:09.428523 UTC,10F9519D,17651,8,eui-00800000a00061e1
2023-01-04 00:00:09.428723 UTC,260BB63E,31575,13,ch-zrh-kaeferberg
2023-01-04 00:00:09.428898 UTC,105B339B,17629,8,eui-00800000a00061e1
2023-01-04 00:00:09.430478 UTC,1132D620,17717,8,eui-00800000a00061e3
2023-01-04 00:00:09.439755 UTC,1132D620,17717,8,eui-00800000a00061e0
2023-01-04 00:00:09.442553 UTC,00B80B2F,18039,0,eui-3436323866005100
2023-01-04 00:00:09.469987 UTC,09A2AAA7,74,4,ch-zrh-kaeferberg
2023-01-04 00:00:09.481906 UTC,116F4F25,1838,8,eui-00800000a00061e1
2023-01-04 00:00:09.486411 UTC,116F4F25,1838,8,eui-00800000a0004e9f
2023-01-04 00:00:09.491885 UTC,116F4F25,1838,8,eui-00800000a00061e0
2023-01-04 00:00:09.500131 UTC,005EC002,30103,0,ifremer-doi-gateway
2023-01-04 00:00:09.500208 UTC,00E8F365,41201,0,ifremer-doi-gateway
2023-01-04 00:00:09.500399 UTC,001F8B35,25448,0,ifremer-doi-gateway
2023-01-04 00:00:09.500714 UTC,011B0ADE,41200,0,ifremer-doi-gateway
2023-01-04 00:00:09.52162 UTC,841C417D,41203,200004,eui-00800000a00061e3
2023-01-04 00:00:09.5421 UTC,1084857D,14927,8,eui-00800000a00061e1
2023-01-04 00:00:09.550371 UTC,102B3D16,50099,8,eui-00800000a0004e9f
2023-01-04 00:00:09.560252 UTC,1084857D,14927,8,eui-00800000a0004e9f
2023-01-04 00:00:09.565438 UTC,1084857D,14927,8,eui-00800000a00061e0
